Report Number,Sample Id,Project Name,Brand NickName,Lab Name,Lab Number,Matrix Type,Sampled DateTime,Received Date,Prep date/time,DateTime Test Started,CAS Number,Analyte Description,Result,Unit of Measure,Qualifier,Dilution Factor,Quantitation Limit,Method,QC Batch No
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,108-10-1,4-Methyl-2-Pentanone,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,75-09-2,Methylene Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,90-12-0,1-Methylnaphthalene,<0.041,mg/Kg - dry,,1,0.041,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,91-57-6,2-Methylnaphthalene,0.040,mg/Kg - dry,J,1,0.013,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,95-48-7,2-Methylphenol,<0.025,mg/Kg - dry,,1,0.025,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,108-39-4,3&4 Methylphenol,<0.031,mg/Kg - dry,,1,0.031,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,91-20-3,Naphthalene,<0.008,mg/Kg - dry,,1,0.008,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,91-20-3,Naphthalene,<0.050,mg/Kg - dry,,1,0.050,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,88-74-4,2-Nitroaniline,<0.026,mg/Kg - dry,,1,0.026,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,99-09-2,3-Nitroaniline,<0.039,mg/Kg - dry,,1,0.039,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,100-01-6,4-Nitroaniline,<0.225,mg/Kg - dry,,1,0.225,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,98-95-3,Nitrobenzene,<0.023,mg/Kg - dry,,1,0.023,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,88-75-5,2-Nitrophenol,<0.019,mg/Kg - dry,,1,0.019,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,100-02-7,4-Nitrophenol,<0.169,mg/Kg - dry,,1,0.169,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,62-75-9,N-Nitrosodimethylamine,<0.032,mg/Kg - dry,,1,0.032,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,86-30-6,N-Nitrosodiphenylamine,<0.019,mg/Kg - dry,,1,0.019,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,621-64-7,N-Nitroso-di-n-propylamine,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,87-86-5,Pentachlorophenol,<0.051,mg/Kg - dry,,1,0.051,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,85-01-8,Phenanthrene,0.311,mg/Kg - dry,,1,0.031,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,108-95-2,Phenol,<0.026,mg/Kg - dry,,1,0.026,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,103-65-1,n-Propylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,129-00-0,Pyrene,1.63,mg/Kg - dry,,1,0.030,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,110-86-1,Pyridine,<0.112,mg/Kg - dry,,1,0.112,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,100-42-5,Styrene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,630-20-6,1112-Tetrachloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,79-34-5,1122-Tetrachloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,127-18-4,Tetrachloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,108-88-3,Toluene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,87-61-6,123-Trichlorobenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,120-82-1,124-Trichlorobenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,120-82-1,124-Trichlorobenzene,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,71-55-6,111-Trichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,79-00-5,112-Trichloroethane,<0.0006,mg/Kg - dry,,1,0.0006,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,79-01-6,Trichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,75-69-4,Trichlorofluoromethane,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,95-95-4,245-Trichlorophenol,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/24/2026 07:15 pm,88-06-2,246-Trichlorophenol,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,96-18-4,123-Trichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,108-67-8,135-Trimethylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,108-05-4,Vinyl Acetate,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,75-01-4,Vinyl Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,95-47-6,o-Xylene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,179601-23-1,mp-Xylene,<0.004,mg/Kg - dry,,1,0.004,SW-8260D,V66708
26-049-0003,DUP-1,900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90166,Solids,02/16/2026 12:00 am,02/17/2026 05:02 pm,,02/23/2026 06:12 pm,1330-20-7,Xylene (Total),<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 04:37 pm,Moisture,Moisture,21.1,%,,1,,SW-DRYWT,V66686
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/26/2026 01:38 pm,18540-29-9,Chromium Hexavalent,0.310,mg/Kg - dry,,1,0.178,SW-7199,W7114
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 01:04 pm,7440-38-2,Arsenic,2.37,mg/Kg - dry,,1,0.316,SW-6010D,W6964
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 01:04 pm,7440-39-3,Barium,82.6,mg/Kg - dry,,1,0.190,SW-6010D,W6964
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 01:04 pm,7440-43-9,Cadmium,0.397,mg/Kg - dry,,1,0.0633,SW-6010D,W6964
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 01:04 pm,7440-47-3,Chromium,38.7,mg/Kg - dry,,1,0.316,SW-6010D,W6964
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 01:04 pm,7439-92-1,Lead,20.4,mg/Kg - dry,,1,0.253,SW-6010D,W6964
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 03:58 pm,7439-97-6,Mercury (Total),<0.0275,mg/Kg - dry,,1,0.0275,SW-7471B,W6981
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 01:04 pm,7782-49-2,Selenium,1.29,mg/Kg - dry,,1,0.443,SW-6010D,W6964
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/25/2026 01:04 pm,7440-22-4,Silver,<0.253,mg/Kg - dry,,1,0.253,SW-6010D,W6964
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,83-32-9,Acenaphthene,<0.095,mg/Kg - dry,,5,0.095,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,208-96-8,Acenaphthylene,<0.071,mg/Kg - dry,,5,0.071,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,67-64-1,Acetone,0.335,mg/Kg - dry,,1,0.010,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,107-02-8,Acrolein,<0.008,mg/Kg - dry,,1,0.008,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,107-13-1,Acrylonitrile,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,62-53-3,Aniline,<0.126,mg/Kg - dry,,5,0.126,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,120-12-7,Anthracene,<0.087,mg/Kg - dry,,5,0.087,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,71-43-2,Benzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,56-55-3,Benzo(a)anthracene,<0.079,mg/Kg - dry,,5,0.079,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,50-32-8,Benzo(a)pyrene,<0.131,mg/Kg - dry,,5,0.131,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,205-99-2,Benzo(b)fluoranthene,<0.114,mg/Kg - dry,,5,0.114,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,191-24-2,Benzo(ghi)perylene,<0.158,mg/Kg - dry,,5,0.158,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,207-08-9,Benzo(k)fluoranthene,<0.105,mg/Kg - dry,,5,0.105,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,65-85-0,Benzoic Acid,<1.85,mg/Kg - dry,,5,1.85,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,100-51-6,Benzyl alcohol,<0.229,mg/Kg - dry,,5,0.229,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,111-91-1,Bis(2-Chloroethoxy)methane,<0.078,mg/Kg - dry,,5,0.078,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,111-44-4,Bis(2-Chloroethyl)ether,<0.076,mg/Kg - dry,,5,0.076,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,108-60-1,Bis(2-Chloroisopropyl)ether,<0.119,mg/Kg - dry,,5,0.119,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,117-81-7,Bis(2-ethylhexyl)phthalate,<0.107,mg/Kg - dry,,5,0.107,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,108-86-1,Bromobenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,74-97-5,Bromochloromethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,75-27-4,Bromodichloromethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,75-25-2,Bromoform,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,74-83-9,Bromomethane,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,101-55-3,4-Bromophenyl phenyl ether,<0.091,mg/Kg - dry,,5,0.091,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,85-68-7,Butyl benzyl phthalate,<0.111,mg/Kg - dry,,5,0.111,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,104-51-8,n-Butylbenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,135-98-8,sec-Butyl benzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,98-06-6,tert-Butyl benzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,75-15-0,Carbon Disulfide,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,56-23-5,Carbon Tetrachloride,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,59-50-7,4-Chloro-3-methylphenol,<0.073,mg/Kg - dry,,5,0.073,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,106-47-8,4-Chloroaniline,<0.226,mg/Kg - dry,,5,0.226,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,108-90-7,Chlorobenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,124-48-1,Chlorodibromomethane,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
